t,ball,x_mm,y_mm,z_mm,v_mm_s,mode
0.86500,1,565.729,400.207,28.575,795.9,Sliding
0.87000,0,686.093,132.502,28.575,995.4,Rolling
0.87000,1,568.568,397.442,28.575,789.2,Sliding
0.87500,0,691.047,132.964,28.575,994.9,Rolling
0.87500,1,571.408,394.726,28.575,782.6,Sliding
0.88000,0,695.999,133.427,28.575,994.4,Rolling
0.88000,1,574.249,392.060,28.575,776.0,Sliding
0.88500,0,700.948,133.889,28.575,993.9,Rolling
0.88500,1,577.090,389.442,28.575,769.5,Sliding
0.89000,0,705.895,134.350,28.575,993.4,Rolling
0.89000,1,579.933,386.873,28.575,763.0,Sliding
0.89500,0,710.839,134.812,28.575,993.0,Rolling
0.89500,1,582.776,384.353,28.575,756.7,Sliding
0.90000,0,715.782,135.273,28.575,992.5,Rolling
0.90000,1,585.621,381.883,28.575,750.4,Sliding
0.90500,0,720.721,135.734,28.575,992.0,Rolling
0.90500,1,588.466,379.461,28.575,744.2,Sliding
0.91000,0,725.658,136.195,28.575,991.5,Rolling
0.91000,1,591.312,377.089,28.575,738.0,Sliding
0.91500,0,730.593,136.656,28.575,991.0,Rolling
0.91500,1,594.160,374.765,28.575,732.0,Sliding
0.92000,0,735.525,137.116,28.575,990.5,Rolling
0.92000,1,597.008,372.490,28.575,726.0,Rolling
0.92500,0,740.455,137.576,28.575,990.0,Rolling
0.92500,1,599.855,370.241,28.575,725.5,Rolling
0.93000,0,745.383,138.036,28.575,989.5,Rolling
0.93000,1,602.701,367.993,28.575,725.1,Rolling
0.93500,0,750.308,138.496,28.575,989.0,Rolling
0.93500,1,605.545,365.746,28.575,724.6,Rolling
0.94000,0,755.230,138.955,28.575,988.5,Rolling
0.94000,1,608.386,363.501,28.575,724.1,Rolling
0.94500,0,760.150,139.415,28.575,988.1,Rolling
0.94500,1,611.226,361.257,28.575,723.6,Rolling
0.95000,0,765.068,139.874,28.575,987.6,Rolling
0.95000,1,614.064,359.015,28.575,723.1,Rolling
0.95500,0,769.983,140.332,28.575,987.1,Rolling
0.95500,1,616.900,356.775,28.575,722.6,Rolling
0.96000,0,774.896,140.791,28.575,986.6,Rolling
0.96000,1,619.734,354.536,28.575,722.1,Rolling
0.96500,0,779.806,141.249,28.575,986.1,Rolling
0.96500,1,622.566,352.298,28.575,721.6,Rolling
0.97000,0,784.714,141.707,28.575,985.6,Rolling
0.97000,1,625.397,350.062,28.575,721.1,Rolling
0.97500,0,789.620,142.165,28.575,985.1,Rolling
0.97500,1,628.225,347.828,28.575,720.6,Rolling
0.98000,0,794.523,142.623,28.575,984.6,Rolling
0.98000,1,631.051,345.595,28.575,720.2,Rolling
0.98500,0,799.423,143.080,28.575,984.1,Rolling
0.98500,1,633.876,343.363,28.575,719.7,Rolling
0.99000,0,804.321,143.538,28.575,983.6,Rolling
0.99000,1,636.698,341.133,28.575,719.2,Rolling
0.99500,0,809.217,143.995,28.575,983.1,Rolling
0.99500,1,639.519,338.905,28.575,718.7,Rolling
1.00000,0,814.110,144.451,28.575,982.7,Rolling
1.00000,1,642.338,336.678,28.575,718.2,Rolling
1.00500,0,819.001,144.908,28.575,982.2,Rolling
1.00500,1,645.154,334.453,28.575,717.7,Rolling
1.01000,0,823.889,145.364,28.575,981.7,Rolling
1.01000,1,647.969,332.229,28.575,717.2,Rolling
1.01500,0,828.775,145.820,28.575,981.2,Rolling
1.01500,1,650.782,330.007,28.575,716.7,Rolling
1.02000,0,833.659,146.276,28.575,980.7,Rolling
1.02000,1,653.593,327.786,28.575,716.2,Rolling
1.02500,0,838.540,146.732,28.575,980.2,Rolling
1.02500,1,656.402,325.567,28.575,715.7,Rolling
1.03000,0,843.418,147.187,28.575,979.7,Rolling
1.03000,1,659.209,323.349,28.575,715.3,Rolling
1.03500,0,848.295,147.642,28.575,979.2,Rolling
1.03500,1,662.014,321.133,28.575,714.8,Rolling
1.04000,0,853.168,148.097,28.575,978.7,Rolling
1.04000,1,664.818,318.918,28.575,714.3,Rolling
1.04500,0,858.040,148.552,28.575,978.2,Rolling
1.04500,1,667.619,316.705,28.575,713.8,Rolling
1.05000,0,862.908,149.006,28.575,977.8,Rolling
1.05000,1,670.419,314.493,28.575,713.3,Rolling
1.05500,0,867.775,149.460,28.575,977.3,Rolling
1.05500,1,673.216,312.283,28.575,712.8,Rolling
1.06000,0,872.639,149.914,28.575,976.8,Rolling
1.06000,1,676.012,310.074,28.575,712.3,Rolling
1.06500,0,877.500,150.368,28.575,976.3,Rolling
1.06500,1,678.805,307.867,28.575,711.8,Rolling
1.07000,0,882.359,150.822,28.575,975.8,Rolling
